time,altitude,groundspeed,true_airspeed,vertical_rate,mass,fuel_flow
602.0,1604.53125,171.0,168.45841246095802,2307.734375,69581.088142395,2.0390387360472273
603.0,1644.078125,171.35546875,168.196188710702,2288.8671875,69581.088142395,2.036125036080683
604.0,1680.53125,172.0,168.44576394931002,2280.0,69581.088142395,2.0358454783811886
605.0,1720.078125,172.0,168.89231441423,2278.8671875,69581.088142395,2.0334397071925947
606.0,1756.53125,172.0,168.91192573428802,2268.8671875,69581.088142395,1.988253733116822
607.0,1796.078125,172.0,168.648732258455,2256.6015625,69581.088142395,1.8874948383277943
608.0,1832.53125,172.0,169.103543040599,2226.6015625,69581.088142395,1.886408106988922
609.0,1872.078125,172.0,168.932468792771,2194.3359375,69581.088142395,1.8456163074572889
610.0,1908.078125,172.0,169.06229921848302,2146.6015625,69576.0915376097,1.8453367497578002
611.0,1944.078125,172.35546875,168.642266365173,2115.46875,69567.0196877867,1.84516744016515
612.0,1979.625,173.0,168.981086884077,2075.46875,69562.9444427491,1.84550605935045
613.0,2011.625,173.0,169.534584098991,2035.46875,69562.9444427491,1.8420332439849165
614.0,2043.625,173.0,169.559431735767,1996.6015625,69562.9444427491,1.8405763940016446
615.0,2076.078125,173.35546875,169.712181875166,1968.8671875,69562.9444427491,1.845049317193528
616.0,2111.625,174.0,169.915236566896,1958.8671875,69562.9444427491,1.8413284435876054
617.0,2143.171875,174.0,170.029277991069,1950.0,69562.9444427491,1.7993081651511609
618.0,2172.078125,174.0,170.113032904418,1948.8671875,69562.9444427491,1.7956069787071722
619.0,2207.625,174.0,170.623225701919,1938.8671875,69562.9444427491,1.8006468921628167
620.0,2239.625,174.0,171.08735010395,1930.0,69557.9478379637,1.8051276902194782
621.0,2271.625,174.0,170.874597013656,1930.0,69548.8759881407,1.805356061297939
622.0,2303.625,174.35546875,170.993468460934,1930.0,69544.8007431031,1.797181951662061
623.0,2335.625,175.0,170.889887449341,1928.8671875,69544.8007431031,1.788889719054572
624.0,2367.625,175.0,170.72656984847,1920.0,69544.8007431031,1.7887204094619222
625.0,2399.625,175.0,170.750262935255,1918.8671875,69544.8007431031,1.7887794709477278
626.0,2431.625,175.0,170.704982838619,1908.8671875,69544.8007431031,1.7845782305905613
627.0,2463.625,175.0,170.893985090304,1898.8671875,69544.8007431031,1.7836804960062778
628.0,2495.625,175.35546875,170.78610961090402,1888.8671875,69539.80413831769,1.7837395574920833
629.0,2527.625,176.0,171.030142206404,1880.0,69530.73228849469,1.7806565479328889
630.0,2559.171875,176.0,171.13088015979798,1878.8671875,69526.6570434571,1.7812747248176835
631.0,2587.625,176.0,171.548614790382,1870.0,69526.6570434571,1.778530334443789
632.0,2619.625,176.0,171.58841479998898,1868.8671875,69526.6570434571,1.7767939267610222
633.0,2651.171875,176.0,171.629618728799,1861.1328125,69526.6570434571,1.7752268286709056
634.0,2680.078125,176.35546875,171.685272971006,1871.1328125,69526.6570434571,1.7716437651985335
635.0,2715.171875,177.0,172.124278113557,1881.1328125,69526.6570434571,1.7685607556393388
636.0,2743.625,177.0,172.374396654658,1891.1328125,69526.6570434571,1.7700176056226111
637.0,2775.625,177.0,172.786104712782,1900.0,69526.6570434571,1.7683402594256556
638.0,2807.625,177.0,173.01433035751705,1901.1328125,69526.6570434571,1.7628514786778666
639.0,2839.625,177.0,173.20532344923302,1911.1328125,69526.6570434571,1.760217336410817
640.0,2871.625,177.0,173.40035940233102,1923.3984375,69521.6604386717,1.7603866460034665
641.0,2903.625,177.0,173.85025762638,1952.265625,69512.5885888487,1.7589297960201944
642.0,2935.625,177.0,174.11263770022703,1972.265625,69508.51334381111,1.7578115652222224
643.0,2967.625,177.0,173.86131043201598,1992.265625,69508.51334381111,1.7551774229551667
644.0,3000.078125,177.0,173.761835244544,2012.265625,69508.51334381111,1.752551155552889
645.0,3036.078125,177.0,174.076796026606,2032.265625,69508.51334381111,1.7440896133527501
646.0,3071.625,177.0,174.221113418682,2051.1328125,69508.51334381111,1.7453771537433722
647.0,3104.078125,177.0,173.95194648730202,2057.734375,69508.51334381111,1.7448770998301943
648.0,3140.078125,177.0,174.414290128289,2033.203125,69508.51334381111,1.7392190094897557
649.0,3175.625,177.0,174.562738144464,1968.67187499999,69508.51334381111,1.7363643710090166
650.0,3208.078125,177.35546875,174.959705810565,1867.5390625,69508.51334381111,1.7332813614498224
651.0,3243.625,178.0,175.31182796729098,1755.2734375,69508.51334381111,1.7327813075366445
652.0,3274.71875,178.35546875,175.853602395543,1625.2734375,69503.5167390257,1.7274027748957
653.0,3298.71875,179.7109375,176.41075546408,1493.0078125,69494.4448892027,1.7269539076035556
